5.7051e-06,0.0152683
3.77462e-05,0.0123392
0.000174517,0.0133587
0.000369194,0.00731036
0.00113752,0.0151626
0.00154085,0.00722913
0.00343355,0.0274229
0.00729538,0.0146533
0.00822909,0.010891
0.0163247,0.0229717
0.0196885,0.020295
0.0103298,0.00877195
0.0297265,0.0199099
0.032929,0.0202102
0.0452633,0.0258492
0.045442,0.0459711
0.040834,0.0263208
0.0385063,0.0256247
0.046206,0.0310951
0.0717202,0.0365355
0.0726488,0.0384305
0.101267,0.0622945
0.0697142,0.0485705
0.0673958,0.0411874
0.0719861,0.0335595
0.0831133,0.0512954
0.0829333,0.0464793
0.131365,0.0833583
0.153255,0.0850331
0.106753,0.0625724
0.151838,0.0956949
0.189859,0.104075
0.202381,0.125333
0.230307,0.123946
0.315369,0.184901
0.263156,0.145214
0.293536,0.167419
0.31851,0.169747
0.255652,0.153057
0.34111,0.195925
0.354304,0.207534
0.471138,0.252765
0.460771,0.278143
0.441194,0.233143
0.543565,0.301167
0.578095,0.295052
0.536689,0.290206
0.634415,0.331039
0.65071,0.378977
0.704863,0.343133
0.747262,0.375959
0.737676,0.378126
0.698274,0.381349
0.898158,0.477711
0.952884,0.542844
0.843102,0.428078
1.2325,0.690915
1.37146,0.628685
1.12484,0.699094
1.33207,0.666293
1.12698,0.576586
1.42455,0.644948
1.45899,0.813
1.56663,0.790981
1.81174,0.97399
2.11853,1.05162
2.04904,1.17388
2.23185,1.10105
2.01393,1.1244
2.64862,1.32277
2.3235,1.32432
2.67614,1.41128
2.3792,1.26329
2.99148,1.51792
2.76323,1.54451
3.11744,1.57103
2.7205,1.41645
3.57514,1.76717
2.99263,1.74898
4.06736,1.91845
3.74282,2.18006
3.74136,1.89119
4.1486,2.46553
3.90944,1.86598
3.27005,1.64838
3.57722,1.64646
3.04633,1.76679
3.81592,1.76814
3.49357,1.8466
4.48294,2.14907
4.26143,2.62552
4.3292,2.06127
3.98424,2.16871
5.11937,2.4453
3.80531,2.24598
4.87719,2.34056
4.41265,2.38779
5.24022,2.53901
4.93765,2.78652
6.07349,2.8652
